Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Thomas Pablo Croquet,1976-11-21,"Versailles, France",,,Sofia Carmina Coppola,2011-01-01,,1.0,0.0,2.0,0.0,1971-05-14,"New York City, U.S.",,,2.0,1.0,2.0,0,M,47.0,35.0,,52.0,40.0,,12.0,5.0,3,"musician, writers, singer",1,1,0,0,0,48.801408,2.130122,40.7127753,-74.0059728,5824.416026861827
Mark Ćwiertnia,,"Kaiserslautern, West Germany",,,Lena Johanna Therese Meyer-Landrut,2020-01-01,,1.0,0.0,1.0,0.0,1991-05-23,"Hanover, Lower Saxony, Germany",,,,,,0,M,,,,32.0,29.0,,3.0,,3,"musician, writers, singer",0,1,0,0,0,49.4400657,7.7491265,52.3758916,9.732010400000002,354.7874375678042
"Charalambos Livieratos
Greek: Χαράλαμπος Λιβιεράτος",1966-04-03,"Athens, Greece",,,Evi Adam​ ​,1999-01-01,2010-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,M,57.0,33.0,44.0,,,,11.0,,3,"musician, writers, singer",0,1,1,0,0,37.9838096,23.7275388,,,
Antonios Paschalidis,1970-06-19,"Düsseldorf, West Germany",,,Yvonne Bosnjak ​,2018-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,53.0,48.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,51.2277411,6.7734556,,,
Triantaphillos Chatzinicolaou,1977-06-20,"Rhodes, Greece",,,Dimitra Siambani ​,2014-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,46.0,37.0,,,,,9.0,,3,"musician, writers, singer",0,1,0,0,0,36.4340533,28.2176379,,,
Aditya Prateek Singh Sisodia,1985-11-19,"Delhi, India",,,Jasmine Masih​ ​,2012-01-01,2020-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,38.0,27.0,35.0,,,,8.0,,3,"musician, writers, singer",0,1,1,0,0,28.7040592,77.10249019999999,,,
Vishal Dadlani,1973-06-28,"Mumbai, Maharashtra, India",,,Priyali​ ​,1999-01-01,2017-01-01,1.0,1.0,,0.0,,,,,,,,0,M,50.0,26.0,44.0,,,,18.0,,3,"musician, writers, singer",0,1,1,0,0,19.0759837,72.8776559,,,
Zubeen Borthakur,1972-11-18,"Tura, Meghalaya, India",,,Garima Saikia Garg ​,2002-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,51.0,30.0,,,,,21.0,,3,"musician, writers, singer",0,1,0,0,0,25.5140712,90.2032141,,,
Dr.Kannamangalam Sreekumar Harisankar,1993-11-18,"Haripad, Kerala, India",,,Dr.Gadha ​,2017-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,30.0,24.0,,,,,6.0,,3,"musician, writers, singer",0,1,0,0,0,9.2798559,76.4592235,,,
Akbar Khan ,1962-08-16,"Bangasar, Rajasthan, India",,,Rana Khan ​,1987-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,61.0,25.0,,,,,36.0,,4,"musician, writers, actor/actress, singer",0,1,0,0,0,29.1264809,74.19151769999999,,,
Alobo Achümi,1984-05-06,"Kohima, Nagaland, India",,,Kiniholi Jakha ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,39.0,38.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,25.6751129,94.10859980000001,,,
Shailendra Oswal,1978-05-28,"Ludhiana, Punjab, India",,,Sameksha ​,2020-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,45.0,42.0,,,,,3.0,,3,"musician, writers, singer",0,1,0,0,0,30.900965,75.8572758,,,
Venkat Kumar Gangai Amaran,1975-11-07,"Chennai, Tamil Nadu, India",,,Rajalakshmi ​,2001-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,48.0,26.0,,,,,22.0,,3,"musician, writers, singer",0,1,0,0,0,13.0826802,80.2707184,,,
Kalathil Kuzhiyil Devadasan Dilin Nair,1988-11-16,"Trivandrum, Kerala, India",,,Komal Vohra​ ​,2016-01-01,2020-01-01,1.0,1.0,,0.0,,,,,,,,0,M,35.0,28.0,32.0,,,,4.0,,3,"musician, writers, singer",0,1,1,0,0,8.5241391,76.9366376,,,
Rohit Raut,1995-11-18,"Latur, Maharashtra, India",,,Juilee Jogalekar ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,28.0,27.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,18.4087934,76.5603828,,,
Jasminder Singh Sandhu,,,,,Jaspreet Kaur ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,,,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,,,,,
Shantanu Mukherjee,1972-09-30,"Bombay, Maharashtra, India",,,Radhika Mukherjee ​,2000-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,51.0,28.0,,,,,23.0,,3,"musician, writers, singer",0,1,0,0,0,19.0759837,72.8776559,,,
Jagmohan Singh Dhiman,1941-02-08,"Sri Ganganagar, Bikaner State, British India(present-day Rajasthan, India)",2011-10-10,"Mumbai, Maharashtra, India",Chitra Singh ​,1969-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,70.0,28.0,,,,,42.0,,3,"musician, writers, singer",0,1,0,1,0,28.0222874,73.3109947,,,
Malabar Gopalan Sreekumar,1957-05-25,"Haripad, Kerala, India",,,Lekha Sreekumar ​,2000-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,66.0,43.0,,,,,23.0,,3,"musician, writers, singer",0,1,0,0,0,9.2798559,76.4592235,,,
Gopinathan Nair Venugopal,1960-12-10,"Thattathumala, Thiruvananthapuram district, Kerala, India",,,Reshmi ​,1990-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,63.0,30.0,,,,,33.0,,3,"musician, writers, singer",0,1,0,0,0,8.8002289,76.8807437,,,
Parmish Verma,1990-07-03,"Patiala, Punjab, India",,,Guneet Grewal ​,2021-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,33.0,31.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,30.3397809,76.3868797,,,
Kattassery Joseph Yesudas,1940-01-10,"Fort Kochi, Kingdom of Cochin(present-day Kerala, India)",,,Prabha ​,1970-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,83.0,30.0,,,,,53.0,,3,"musician, writers, singer",0,1,0,0,0,9.9657787,76.2421147,,,
Alfoncius Dapot Parulian Nainggolan,1983-05-23,"Jakarta, Indonesia",,,Rianti Rhiannon Cartwright,2010-01-01,,1.0,0.0,1.0,0.0,1983-11-22,"Bandung, West Java, Indonesia",,,1.0,0.0,1.0,0,M,40.0,27.0,,40.0,27.0,,13.0,0.0,3,"musician, writers, singer",1,1,0,0,0,-6.2087634,106.845599,-6.9174639,107.6191228,116.23837355444888
Nazril Irham,1981-09-16,"Pangkalan Brandan, Langkat Regency, North Sumatra, Indonesia",,,Sarah Amalia​ ​,2005-01-01,2008-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,42.0,24.0,27.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,4.018993,98.28253900000001,,,
Fiersa Besari,1984-03-03,"Bandung, Indonesia",,,Aqia Nurfadla ​,2019-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,39.0,35.0,,,,,4.0,,3,"musician, writers, singer",0,1,0,0,0,-6.9174639,107.6191228,,,
Rio Dewanto,1987-08-28,"Jakarta, Indonesia",,,Atiqah Hasiholan Alhady,2013-01-01,,1.0,0.0,,0.0,1982-01-03,"Jakarta, Indonesia",,,1.0,0.0,,1,M,36.0,26.0,,41.0,31.0,,10.0,5.0,3,"musician, writers, singer",1,1,0,0,0,-6.2087634,106.845599,-6.2087634,106.845599,0.0
Virgiawan Listanto,1961-09-03,"Jakarta, Indonesia",,,Rosana ​,1980-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,62.0,19.0,,,,,43.0,,3,"musician, writers, singer",0,1,0,0,0,-6.2087634,106.845599,,,
Muhammad Attamimi Halilintar,1994-11-20,"Dumai, Riau, Indonesia",,,Aurel Hermansyah ​,2021-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,29.0,27.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,1.6666349,101.4001855,,,
Andreas Taulany Haumahu,1974-09-17,"Jakarta, Indonesia",,,Rien Wartia Trigina ​,2005-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,49.0,31.0,,,,,18.0,,4,"musician, comedians, writers, singer",0,1,0,0,0,-6.2087634,106.845599,,,
Shahkar Bineshpajooh,1972-12-13,"Tehran, Iran",,,Bita Daryabari ​,2018-01-01,,1.0,0.0,,0.0,1969-04-06,"Tehran, Iran",,,3.0,2.0,,0,M,51.0,46.0,,54.0,49.0,,5.0,3.0,3,"musician, writers, singer",0,1,0,0,0,35.7218583,51.3346954,35.7218583,51.3346954,0.0
Ali Jahanbakhshعلی جهانبخش,1983-03-21,"Bochum, Germany",,,Paria Partovi ​,2017-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,40.0,34.0,,,,,6.0,,3,"musician, writers, singer",0,1,0,0,0,51.4818445,7.216236299999999,,,
Homayoun Shajarian,1975-05-21,"Tehran, Iran",,,Guitta Khansari​ ​,1995-01-01,2015-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,48.0,20.0,40.0,,,,20.0,,3,"musician, writers, singer",0,1,1,0,0,35.7218583,51.3346954,,,
Mohammad-Reza Shajarian,1940-09-23,"Mashhad, Imperial Iran",2020-10-08,"Tehran, Iran",Farkhondeh Golafshan​ ​,1962-01-01,1993-01-01,2.0,1.0,5.0,0.0,,,,,,,,0,M,80.0,22.0,53.0,,,,31.0,,3,"musician, writers, singer",0,1,1,1,0,36.2972006,59.60669,,,
Paul David Hewson,1960-05-10,"Dublin, Ireland",,,Ali Stewart ​,1982-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,63.0,22.0,,,,,41.0,,3,"musician, writers, singer",0,1,0,0,0,53.3498053,-6.2603097,,,
Keith Peter Thomas Francis John Duffy,1974-10-01,"Donaghmede, Dublin, Ireland",,,Lisa Smith ​,1998-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,49.0,24.0,,,,,25.0,,3,"musician, writers, singer",0,1,0,0,0,53.39608089999999,-6.1625207,,,
Glen James Hansard,1970-04-21,"Ballymun, Dublin, Ireland",,,Maire Saaritsa​ ​,2022-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,53.0,52.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,53.4116673,-6.2641626,,,
Donal Skehan,1986-06-03,"Howth, Dublin, Ireland",,,Sofie Larsson ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,37.0,29.0,,,,,8.0,,3,"musician, writers, singer",0,1,0,0,0,53.3785693,-6.0570132,,,
Harel Skaat,1981-08-08,"Kfar Saba, Israel",,,Idan Roll ​,2021-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,42.0,40.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,32.178195,34.90761,,,
Guy Yaakov Zu-Aretz,1973-03-21,"Tel Aviv, Israel",,,Yael Bar Zohar ​,2005-01-01,,1.0,0.0,3.0,0.0,1980-01-29,"Tel Aviv, Israel",,,1.0,0.0,3.0,1,M,50.0,32.0,,43.0,25.0,,18.0,7.0,3,"musician, writers, singer",0,1,0,0,0,32.0852999,34.78176759999999,32.0852999,34.78176759999999,0.0
Tiziano Ferro,1980-02-21,"Latina, Lazio, Italy",,,Victor Allen ​,2019-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,43.0,39.0,,,,,4.0,,3,"musician, writers, singer",0,1,0,0,0,41.4675671,12.9035965,,,
Stefano Rota,1961-10-01,"Turin, Piedmont, Italy",,,Loredana Cazzola ​,1990-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,62.0,29.0,,,,,33.0,,3,"musician, writers, singer",0,1,0,0,0,45.0703393,7.686864,,,
Sean Paul Ryan Francis Henriques,1973-01-09,"Kingston, Jamaica",,,Jodi Stewart ​,2012-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,50.0,39.0,,,,,11.0,,3,"musician, writers, singer",0,1,0,0,0,18.0178743,-76.8099041,,,
赤西 仁 ,1984-07-04,"Kōtō, Tokyo, Japan",,,Satsuki Shimabukuro 島袋 さつき,2012-01-01,,1.0,0.0,2.0,0.0,1988-05-28,"Nago, Okinawa, Japan",,,1.0,0.0,1.0,0,M,39.0,28.0,,35.0,24.0,,11.0,4.0,3,"musician, writers, singer",1,1,0,0,0,35.6727748,139.8174521,26.5915575,127.9775272,1510.907506848415
Hiroiki Ariyoshi,1974-05-31,"Aki District, Hiroshima, Japan",,,Miku Natsume ​,2021-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,49.0,47.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,34.365117,132.5607648,,,
Wataru Hatano,1982-03-13,"Asahi, Nagano, Japan",,,Mai Hashimoto ​,2018-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,41.0,36.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,36.1236042,137.8664475,,,
Gen Hoshino,1981-01-28,"Warabi, Saitama, Japan",,,Yui Aragaki ​,2021-01-01,,1.0,0.0,,0.0,1988-06-11,"Naha, Okinawa Prefecture, Japan",,,1.0,0.0,,1,M,42.0,40.0,,35.0,33.0,,2.0,7.0,3,"musician, writers, singer",0,1,0,0,0,35.8255916,139.6797571,26.2125758,127.6790208,1562.9169728887134
Toma Ikuta,1984-10-07,"Noboribetsu, Hokkaido, Japan",,,Nana Seino ​,2020-01-01,,1.0,0.0,1.0,0.0,1994-10-14,"Inazawa, Aichi, Japan",,,1.0,0.0,1.0,1,M,39.0,36.0,,29.0,26.0,,3.0,10.0,3,"musician, writers, singer",0,1,0,0,0,42.4127914,141.1066064,35.2481406,136.7802427,880.0930888192987
Issei Ishida,1974-12-07,"Tokyo,",,,Emi Miyake​ ​,2003-01-01,2006-01-01,2.0,2.0,,0.0,,,,,,,,0,M,49.0,29.0,32.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,35.6761919,139.6503106,,,
Yuki Kaji,1985-09-03,"Tokyo, Japan",,,Ayana Taketatsu ​,2019-01-01,,1.0,0.0,1.0,0.0,1989-06-23,"Saitama Prefecture, Japan",,,1.0,0.0,1.0,1,M,38.0,34.0,,34.0,30.0,,4.0,4.0,3,"musician, writers, singer",0,1,0,0,0,35.6761919,139.6503106,35.9962513,139.4466005,40.047343798910205
Ryuji Kamiyama,1986-09-10,"Tokyo, Japan",,,Kurara Chibana,2017-01-01,,1.0,0.0,,0.0,1982-03-27,"Naha, Okinawa, Japan",,,1.0,0.0,,1,M,37.0,31.0,,41.0,35.0,,6.0,4.0,3,"musician, writers, singer",1,1,0,0,0,35.6761919,139.6503106,26.2125758,127.6790208,1550.2752255287096
Takeshi Kusao,1965-11-20,"Tokorozawa, Saitama, Japan",,,Yuka Saitō ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,58.0,50.0,,,,,8.0,,3,"musician, writers, singer",0,1,0,0,0,35.799423,139.4687112,,,
Showtaro Morikubo,1974-02-25,"Hachiōji, Tokyo, Japan",,,Yū Asakawa​ ​,2007-01-01,2009-01-01,1.0,1.0,1.0,0.0,1975-03-20,"Tokyo, Japan",,,1.0,1.0,,1,M,49.0,33.0,35.0,48.0,32.0,34.0,2.0,1.0,3,"musician, writers, singer",0,1,1,0,0,35.6664381,139.3160068,35.6761919,139.6503106,30.217800296162366
Naotarō Moriyama ,1976-04-23,"Shibuya, Tokyo, Japan",,,Mamiko Hirai ​,2018-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,47.0,42.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,35.6619707,139.703795,,,
Hiroshi Nagano,1972-10-09,"Yamato, Kanagawa, Japan",,,Miho Shiraishi ​,2016-01-01,,1.0,0.0,2.0,0.0,1978-08-08,"Hitachiōmiya, Ibaraki, Japan",,,1.0,0.0,2.0,1,M,51.0,44.0,,45.0,38.0,,7.0,6.0,3,"musician, writers, singer",0,1,0,0,0,35.48751530000001,139.4579975,36.542574,140.4109329,145.2881545390209
Takanori Nishikawa,1970-09-19,"Yasu, Japan",,,Yumi Yoshimura ​ ​,1999-01-01,2002-01-01,1.0,1.0,,0.0,,,,,,,,0,M,53.0,29.0,32.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,35.0674758,136.02591,,,
Masaki Nishina,1982-09-02,"Nishikyō-ku, Kyoto, Kyoto Prefecture, Japan",,,Hanako Takigawa​ ​,2011-01-01,2012-01-01,2.0,1.0,,0.0,,,,,,,,0,M,41.0,29.0,30.0,,,,1.0,,3,"musician, writers, singer",0,1,1,0,0,34.9647297,135.6668835,,,
Kenji Nojima,1976-03-16,"Tokyo, Japan",,,Chie Sawaguchi  ​,2004-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,47.0,28.0,,,,,19.0,,3,"musician, writers, singer",0,1,0,0,0,35.6761919,139.6503106,,,
Nobuhiko Okamoto,1986-10-24,"Tokyo, Japan",,,Asuka Ōgame ​,2020-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,37.0,34.0,,,,,3.0,,3,"musician, writers, singer",0,1,0,0,0,35.6761919,139.6503106,,,
Kōji Seto,1988-05-18,"Kama, Fukuoka, Japan",,,Mizuki Yamamoto ​,2020-01-01,,1.0,0.0,1.0,0.0,1991-07-18,"Fukuoka, Japan",,,1.0,0.0,1.0,1,M,35.0,32.0,,32.0,29.0,,3.0,3.0,3,"musician, writers, singer",0,1,0,0,0,33.5633066,130.7116158,33.5901838,130.4016888,28.867238022210987
野口 隆史 ,1973-12-19,"Saitama, Japan",,,Nanako Matsushima ​,2001-01-01,,1.0,0.0,2.0,0.0,1973-10-13,"Yokohama, Kanagawa Prefecture, Japan",,,1.0,0.0,2.0,0,M,50.0,28.0,,50.0,28.0,,22.0,0.0,3,"musician, writers, singer",0,1,0,0,0,35.8616486,139.6454782,35.4436739,139.6379639,46.48162483743169
Taishō Sugō ,1993-02-21,"Minoh, Osaka Prefecture, Japan",,,Nana Komatsu ​,2021-01-01,,1.0,0.0,,0.0,1996-02-16,"Tokyo, Japan",,,1.0,0.0,,0,M,30.0,28.0,,27.0,25.0,,2.0,3.0,3,"musician, writers, singer",0,1,0,0,0,34.8269299,135.4704565,35.6761919,139.6503106,391.08589034711054
Tatsuhisa Suzuki,1983-11-11,"Ichikawa, Chiba, Japan",,,LiSA ​,2020-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,40.0,37.0,,,,,3.0,,3,"musician, writers, singer",0,1,0,0,0,35.7135721,139.9279808,,,
Kenichi Suzumura,1974-09-12,"Niigata Prefecture,",,,Maaya Sakamoto ​,2011-01-01,,1.0,0.0,1.0,0.0,1980-03-31,"Itabashi, Tokyo, Japan",,,1.0,0.0,1.0,1,M,49.0,37.0,,43.0,31.0,,12.0,6.0,3,"musician, writers, singer",0,1,0,0,0,37.5178386,138.9269794,35.7512311,139.7092786,208.46905584821116
Keita Tachibana,1985-12-16,,,,Aya Matsuura ​,2013-01-01,,1.0,0.0,3.0,0.0,1986-06-25,"Himeji, Hyōgo, Japan",,,1.0,0.0,3.0,1,M,38.0,28.0,,37.0,27.0,,10.0,1.0,3,"musician, writers, singer",0,1,0,0,0,,,34.8154176,134.6855509,
Shinnosuke Tachibana,1978-04-26,"Gifu, Gifu Prefecture, Japan",,,Hiroko Takahashi,2017-01-01,,1.0,0.0,1.0,0.0,1979-08-08,"Saitama Prefecture, Japan",,,1.0,0.0,1.0,1,M,45.0,39.0,,44.0,38.0,,6.0,1.0,3,"musician, writers, singer",0,1,0,0,0,35.42342259999999,136.7606217,35.9962513,139.4466005,250.72828744483067
Shunsuke Takeuchi,1997-09-12,"Tokyo, Japan",,,Misato Kato ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,26.0,25.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,35.6761919,139.6503106,,,
Takuma Terashima,1983-12-20,"Ishikawa Prefecture, Japan",,,Satomi Satō ​,2017-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,40.0,34.0,,,,,6.0,,3,"musician, writers, singer",0,1,0,0,0,36.3260317,136.5289653,,,
Takeshi Tsuruno,1975-05-26,"Moji-ku, Kitakyūshū, Fukuoka Prefecture",,,Miki Endo ​,2003-01-01,,1.0,0.0,5.0,0.0,,,,,,,,0,M,48.0,28.0,,,,,20.0,,3,"musician, writers, singer",0,1,0,0,0,33.9032695,130.9687836,,,
Yamashita Tatsurō ,1953-02-04,"Ikebukuro, Toshima, Tokyo, Japan",,,Mariya Takeuchi ​,1982-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,70.0,29.0,,,,,41.0,,3,"musician, writers, singer",0,1,0,0,0,35.7348314,139.7077314,,,
Abdul Rahman bin Hassan,1946-07-30,"Kuala Lumpur, Malayan Union (now Malaysia)",2019-06-13,"Ampang, Selangor, Malaysia",Azizah binti Mohamad​ ​,1970-01-01,,2.0,0.0,1.0,1.0,,,,,,,,0,M,73.0,24.0,,,,,,,3,"musician, writers, singer",0,1,0,1,0,3.1319197,101.6840589,,,
Muhammad Aizat bin Amdan,1989-01-21,"Kuala Lumpur, Malaysia",,,Elyssa Alia llias ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,34.0,33.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,3.1319197,101.6840589,,,
Jamal Ubaidillah bin Haji Mohd Ali,1959-05-07,"Telok Anson, Perak, Federation of Malaya, (now Teluk Intan, Perak, Malaysia)",,,Basariah Abdul Latiff,2017-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,64.0,58.0,,,,,6.0,,3,"musician, writers, singer",0,1,0,0,0,3.9934809,100.9984476,,,
Asmawi bin Ani,1981-08-25,"Kulai, Johor, Malaysia",,,Ekin Rahmat ​,2008-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,42.0,27.0,,,,,15.0,,3,"musician, writers, singer",0,1,0,0,0,1.662981,103.5999371,,,
Mizal bin Zaini,1971-12-21,"Johor Bahru, Malaysia",,,Shafnie Zainuddin​ ​,1995-01-01,2001-01-01,2.0,1.0,4.0,0.0,,,,,,,,0,M,52.0,24.0,30.0,,,,6.0,,3,"musician, writers, singer",0,1,1,0,0,1.492659,103.7413591,,,
Shaheizy Sam bin Abdul Samad,1982-09-04,"Petaling Jaya, Selangor, Malaysia",,,Siti Nur Syatilla binti Amirol Melvin,2016-01-01,,1.0,0.0,3.0,0.0,1991-02-08,"Parit Buntar, Perak, Malaysia",,,1.0,0.0,3.0,1,M,41.0,34.0,,32.0,25.0,,7.0,9.0,3,"musician, writers, singer",1,1,0,0,0,3.1278871,101.5944885,5.129608,100.4906518,254.02384258030298
Ahmad Shahir bin Zawawi,1988-09-05,"Ipoh, Perak, Malaysia",,,Jaskin Jaludin ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,35.0,34.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,4.6005126,101.0757837,,,
Ramón Covarrubias Garza,1945-12-08,"Monterrey, Nuevo León, México",,,Linda Ayala ​,1970-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,78.0,25.0,,,,,53.0,,3,"musician, writers, singer",0,1,0,0,0,25.6866142,-100.3161126,,,
José Christian Chávez Garza,1983-08-07,"Reynosa, Tamaulipas, Mexico",,,William John Murphy​ ​,2005-01-01,2009-01-01,1.0,1.0,,0.0,,,,,,,,0,M,40.0,22.0,26.0,,,,4.0,,3,"musician, writers, singer",0,1,1,0,0,26.0508406,-98.29789509999999,,,
Georgel Julio Arevalo Reyes,1985-01-18,"Monterrey, Nuevo León, Mexico",,,Guillermo Rosas ​,2016-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,38.0,31.0,,,,,7.0,,3,"musician, writers, singer",0,1,0,0,0,25.6866142,-100.3161126,,,
Carlos Rivera Guerra,1986-03-15,"Huamantla, Tlaxcala, Mexico",,,Cynthia Rodríguez ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,37.0,36.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,19.3184941,-97.92338260000001,,,
Nischal Basnet,,,,,Swastima Khadka ​,2016-01-01,,1.0,0.0,,0.0,1995-07-04,"Kathmandu, Nepal",,,1.0,0.0,,1,M,,,,28.0,21.0,,7.0,,3,"musician, writers, singer",0,1,0,0,0,,,27.7172453,85.3239605,
Prem Raja Mahat,,"Tanahun, Nepal",,,Kabita Mahat ​,1987-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,,,,,,,36.0,,3,"musician, writers, singer",0,1,0,0,0,27.944705,84.2278796,,,
Sugam Pokharel,1979-09-20,"Mangalbare, Morang District.",,,Liza Pokharel ​,2002-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,44.0,23.0,,,,,21.0,,3,"musician, writers, singer",0,1,0,0,0,26.666158,87.6025914,,,
William Orioha,1981-03-03,"Surulere, Lagos State, Nigeria",,,Precious Jones​ ​,2013-01-01,2015-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,42.0,32.0,34.0,,,,2.0,,3,"musician, writers, singer",0,1,1,0,0,6.498292999999999,3.348572,,,
Duncan Mighty,1983-10-28,"Port Harcourt, Rivers State, Nigeria",,,Vivien Okechukwu ​,2015-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,40.0,32.0,,,,,8.0,,3,"musician, writers, singer",0,1,0,0,0,4.847222599999999,6.974603999999999,,,
Sondre Lerche Vaular,1982-09-05,"Bergen, Norway",,,Mona Fastvold ​ ​,2005-01-01,2013-01-01,1.0,1.0,,0.0,1986-03-07,"Oslo, Norway",,,1.0,,1.0,1,M,41.0,23.0,31.0,37.0,19.0,27.0,8.0,4.0,3,"musician, writers, singer",0,1,1,0,0,60.39126279999999,5.3220544,59.9138688,10.7522454,305.0718602270506
Rubén Blades Bellido de Luna,1948-07-16,"Panama City, Panama",,,Lubica Anna Gregusova ,2006-01-01,,1.0,0.0,,0.0,1960-07-26,"July 26, 1960 (age 62) Astoria, Queens, NY",,,1.0,0.0,,1,M,75.0,58.0,,63.0,46.0,,17.0,12.0,3,"musician, writers, singer",0,1,0,0,0,8.9823792,-79.51986959999999,40.7643574,-73.92346189999999,3576.8958676522393
Marius Ioan Moga,1981-12-30,"Alba Iulia, Romania",,,Bianca Lăpuşte ​,2015-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,42.0,34.0,,,,,8.0,,3,"musician, writers, singer",0,1,0,0,0,46.07327249999999,23.5804886,,,
Andrei Andreevich Zakharenkov,1983-11-26,"Volgograd. RSFSR, USSR",,,Inna Shevchenko ​,,,3.0,2.0,,1.0,,,,,,,,0,M,40.0,,,,,,,,3,"musician, writers, singer",0,1,1,0,0,48.708048,44.5133034,,,
